supplier_clean,amount,rowcount
Hidetower Residents Assoc,60557.25,9
Bemotta Healthcare Services Ltd,60545.67,49
Spartan Controls Ltd,60540.65,13
TP Bennett LLP,60540,11
Treal Care UK,60532.83,34
Freya Comprehensive Fire Solutions Ltd,60531.37,20
The Marian Mission Educational,60519.28,21
Capital Lettors Ltd,60512.1,14
Tenderlinks Day Care,60510.64,4
Tamaris Healthcare Ltd,60501.9,17
Golden Heights Ltd,60501.36,25
Red Ribbon Living Well Project,60500,6
Loomis UK Ltd,60467.01,75
JP Fabrications Ltd,60456.82,2
Connexions Cuisine Ltd,60442.24,86
REX Procter & Partners,60425,41
Stepney Community Trust,60417,10
48 Morland Road- Adelaide Care Ltd,60415.44,10
Keith James Thomas,60412.5,21
Cabinet Office - SSCL Accounts Receivable Team,60411.27,3
The APS Group Ltd,60384.58,47
Homeview Property Group Ltd,60375.69,9
TISL Tenants RT Insurance Account,60375.1,15
Shiva Properties Ltd,60369.62,38
Concilio Communications Ltd,60325,11
Shieldpay Ltd,60324.52,15
Acuma Solutions Ltd,60315.85,3
Islington Giving,60315,3
Capital Homes Ltd,60308,55
Careva Ltd,60304.56,23
Bacchus Wine Co Ltd,60292.03,1
Paternoster House,60286.84,12
Bengali Workers Association,60285.84,4
Oak Trees Residential Care Home,60285.72,8
Naional Star College,60270.04,8
NW Hub Charity,60258.38,10
Ruby Lodge- Serenity UK Care Ltd,60253.28,17
Little Cuddlez Ltd,60249.9,5
Medicus Health Partners,60247.16,14
GS Ecology Ltd,60200.25,28
Surrey Rams Basketball Club,60194.5,17
Stantec Hydrock Ltd,60163,2
Arnold & Self,60159.95,55
Reka Property Management,60152.5,46
MAP Architecture Ltd,60150,7
The Third Age Project,60150,5
Banner Business Services Ltd,60134.48,50
HNR Construction Ltd,60109.1,8
Michael Batt Charitable Trust,60107.14,18
Fleet Educ.services Ltd,60105,25
Minx Creative Ltd,60090,8
Liberty Credit Union Ltd,60078.92,34
Burgess Food Project,60078.07,13
Riverside Parents & Carers Assn,60061.03,2
Traffic Enforcement Systems Ltd,60060,26
Smart Education Ltd,60059.4,43
Cirrus Primary Academy Trust,60057.67,10
Beaton House,60056,20
Terrance House,60049.8,15
Careone Ltd,60044.5,28
Volkswagen Financial Services,60032.89,17
N.s.e.p.,60030,2
Wayward London Ltd,60025.72,6
Rrcltd,60022.92,15
F D Welters Ltd,60019.3,45
Ehsl,60016.54,21
Green Shoes Arts Community Interest Comp,60014.5,14
Myrene Signs Ltd,60000.75,10
GDST Streatham & Clapham High,60000.02,7
The Crib,60000,9
Barnet Churches Action,60000,1
Shift Organisation Ltd,60000,2
Jerram Falkus Ltd,60000,1
The Holy Family Ukrainian Catholic,60000,2
Mer-it,60000,2
Victim Support Camden,60000,3
London Advocacy Group Ltd,60000,2
Barretts Law Ltd,60000,1
New Homes Law Ltd,60000,2
Gateway 2 Conveyancing,60000,2
The Hall School,59997,7
Biomatrix Water Solutions Ltd,59995,1
Heathcote Secondary School,59976.17,4
Solcom Ltd,59950,2
Steps2recovery,59939.62,17
Longacre Care Home,59934.28,28
Urban Space Holdings Ltd,59933.5,21
Direct Healthcare Group,59926.37,12
SND Cleaning Ltd,59923.39,36
Clubscomplete Ltd,59902.78,6
Little Einsteins Nurseries Ltd,59877,6
Sandwell Metropolitan Borough Council,59876.23,14
Logan Construction Ltd,59869.55,1
London Play,59847.66,15
Hales Group Ltd,59842.67,39
Guile Nicholas Solicitors,59823.37,11
CDS Furniture Ltd,59814.77,15
Dagenham Eagles,59800,7
Turnkey Regeneration Ltd,59795.5,15
Raven Communications Ltd,59790,9
For-service Ltd,59768.33,32
Reddo Care And Support C I C,59767.53,164
Gardeners Road Supported Living,59740,30
Roadvert Ltd,59739.75,10
Advanced Mailing Solutions Ltd,59730.02,8
Paideia Training & Consultancy Ltd,59716.66,5
Plianz,59713,4
Youmar Properties Ltd,59712.23,36
Empowering Parents UK Ltd,59693.11,18
Total Joinery Solutions Ltd,59688.24,5
The Gallery Partnership Ltd,59675,6
Science Innovation Technology,59671.19,2
HUP Consulting Ltd,59629,14
Westward Care Ltd,59616.6,15
Zest Of Mind,59614,10
East Of Eden Plants,59610,6
NG Media,59606.04,34
Pinedene Properties Ltd,59600.82,46
Dept.of Health And Social Care,59600,3
Astun Technology Ltd,59600,8
YEC Estates Ltd,59595.84,21
Compass Learning Partnership,59592.15,46
Countrywide Residential Lettings Ltd,59582,15
Carmarthenshire County Council,59573.15,4
Gunnercooke LLP,59568.76,14
R & M Clarkson Ltd,59565.21,130
Electrolux Professional Ltd,59551.18,30
Fujitsu Services Ltd,59546,1
The HGV Crowd Ltd,59544.99,6
Bodi & Co UK Ltd,59524.4,56
Rose Road Association,59521.08,10
Socitm Ltd,59516,17
NVR Practitioners Consortium CIC,59503.85,51
Camden Enterprise Ltd,59500,3
Transgenerational Change Ltd,59500,8
Clap And Toot Ltd,59497.3,174
Next Thing Education Camps Ltd,59479.75,17
London Quality Care Services Ltd,59478,44
Hugh Harris Ltd,59477,3
My Life Semi Independent Project Ltd,59460.72,44
261 Bensham Lane - Eden Care Family Services,59456.56,6
Roselands Residential Care Home,59450.44,21
Chalmor Ltd,59446.18,1
Amurt UK,59431.4,6
Motus Non Franchise Division TAS Mackworth,59430,1
R M Complete Services Ltd,59429,10
What's Next UK Ltd,59411.4,36
What If Projects Ltd,59406.66,5
Great West House Ltd,59400,6
Mind Tools Ltd,59389.6,4
Rockford Associates Ltd,59371.87,5
Iconic Steps Film Academy,59364.88,13
Health Equality & Rights Organisaton,59351,2
Demetriou & English Funeral Directo,59347,15
Weavers Adventure Playground,59339.25,24
Zebedee's Lunch Box Ltd,59312.5,117
Global ECM Solutions Ltd,59298.82,3
Oxygen,59293,14
Concilium Assets LLP,59287.49,4
ECO Environmental Services Ltd,59283.99,7
John Henrys Ltd,59277.65,59
St John Fisher Cathloic Primary School,59272.3,9
Mayling Builders Ltd,59250,4
Croydon Drop In,59250,4
Medaco Ltd,59243.81,41
The Universal Tyre Co,59237.79,65
Alec Reed Academy,59222.03,9
Flying Fish International,59218.75,4
Sport Islington,59200,2
Beesborough Developments Ltd,59193.42,1
Millman Street Community Centre,59185.68,52
Caice Acoustic Air Movement Ltd,59185.34,4
Sohlan Real Estate,59174.11,25
Watford Grammar SCH For Boys,59173,7
Riba Enterprises Ltd,59172,6
Community African Network,59171.08,7
Portable Venues Group Ltd,59156.87,12
Southfield Court Care Home Ltd,59146.73,23
A J Pain Waste Management,59129,29
We-ignite CIC,59119.08,12
The Frewen Educational Trust Ltd,59113.5,6
Natalies Childminding,59112.73,20
Sunbridge Care Home,59112,17
Hiyacar Newco Ltd,59110.79,16
Richmond Caterers Ltd,59099.8,4
NDL Software Ltd,59084.79,1
Abacus Cars Ltd,59070,18
Chilton Care Home Ltd,59068.88,16
Drew London Ltd,59062,10
Marsan Investment Ltd,59044.47,21
Bigkid Foundation,59018,19
Kingston & Districk Welcare Association,59016,1
Morden Solicitors LLP,59000,1
Farani Taylor Solictors,59000,1
Fraser's Timber Supplies Ltd,58998.83,31
Timages Ltd,58995,25
Newway Project,58993.3,12
Agilysis Ltd,58982,11
SAC Contracts Ltd,58978.95,25
Online Ergonomics Ltd,58978.92,89
Security Monitoring Centres Ltd,58978.47,28
Hetherington Group Practice,58960,13
St. Peters Park Care Home & Retirement Village,58959.13,14
In-tend Ltd,58955,11
Langdale Pre-school,58943.08,12
London Learning Consortium CIC,58938.68,9
Lock Studios Ltd,58926.18,1
Cratus Communications Ltd,58918.89,11
St Paul£s,58903.42,11
Agincare Homes Holdings Ltd,58882,17
Galsworthy House,58865.29,12
Vesta Interiors London Ltd,58850,4
Pineapple Contracts Unlimited,58849.05,8
R & N Investment Properties Ltd,58848.15,47
Humanise Solutions Ltd,58840,11
The Psychology Clinic Of East Anglia Ltd,58838.77,25
Scottishpower,58838.49,3
Latin American Women's Rights Services,58837.3,11
Withy King Trustees Ltd,58830.14,54
Oxford Consultants For Social Inclusion Ltd,58825,14
St Peters RC Primary School,58821.8,10
Morland Road- Lifeways Community Care,58818.28,20
Inline Removals & Storage Ltd,58781.05,76
Langley Grammar School,58773.92,7
The Pinn Medical Centre,58771.5,7
Firesec Compliance Ltd,58770.4,63
Twin Technology Ltd,58768.9,7
Moss UK Group Ltd,58766.12,8
DGB Cleaning Services Ltd,58765.32,4
Legal Advice Centre,58763,7
LAC Northampton Ltd,58745.13,31
1eclipse Care Solutions Ltd,58740,3
Bexley Voice For Special Needs Children,58726,4
JLA Ltd,58721.2,66
Stirling Maynard & Partners Ltd,58720.24,22
Foundry Chambers Advocacy Services Ltd,58702.34,50
Sociability Ventures Ltd,58700,7
Anthony Douglas Consultancy Ltd,58700,14
Noble Care Ltd,58693.84,6
Michael Popper Associates LLP,58690.2,11
J & S Playhouse,58671.78,7
Josak Care And Recruitment Ltd,58671.75,13
Streathers Solicitors LLP,58645.13,2
Proinfinity Education CIC TAS Basecamp Childcare,58631,6
Placebrand Ltd,58630,9
Eight Asset Management Ltd,58610.69,2
Stockwellbeing Ltd,58610,16
CAE Melyn Group Home,58605.14,10
Thrive Therapeutic Software Ltd,58604.2,5
Jaswinder Mudhar,58602.28,34
Access Able,58600,5
Pro DBA Ltd,58600,28
Cavendish Consulting Ltd,58590.5,15
King`s Oak School,58586.85,10
Communication & Learning Enterprise,58569.25,37
Sensesation Day Service S Ltd,58553.82,16
Kayd Somali Arts & Culture,58553,17
Homeforts Specialist Care Ltd,58547.89,11
Roses Professional Building Service,58540.05,45
Chesterton Global Ltd,58532.28,21
Dominion Care Services Ltd,58523.4,25
Trailfinders Sports Club Ltd,58520,24
Cross Deep Surgery Dr Robertso,58518.65,9
Together At Home,58518.53,33
Galaxon Services Ltd,58501.52,5
Brunel Conslulting Ltd,58500,20
S & M Ltd,58498.2,26
Trekking Company Ltd,58495.66,17
Ishem Ltd,58492,35
Namos Solutions Ltd,58491.79,8
Erskine Hall Care Home - Bupa Care Homes Ltd,58487.1,10
Stri Ltd,58487.06,6
Swanton Care & Community Ltd,58481.05,26
Nest Transfer In,58470.42,5
Cheeky Chops Childminding,58458.71,15
Mindful Education Ltd,58424.95,8
Charing Hill Ltd,58421.32,15
Thames Removals Ltd,58415.2,53
Beartas Policy Ltd,58400,12
Maple Childminding,58385.08,55
Copper Consultancy Ltd,58380.39,4
MSH Training & Consultancy Ltd,58377,42
The All England Lawn Tennis Group Plc,58376.56,1
Specialist Coatings International Ltd,58372,37
Yasir & Co Ltd,58370,7
Heathlands Care Centre,58367.6,10
Parsons Marshall Psychology Ltd,58356.47,74
Furlight Ltd,58351.92,23
Film Skool Deluxe,58343,15
45 New Compton Street Improvement,58340.66,2
District Energy Development Ltd,58329.56,13
BWA Europe Ltd,58325,27
AJ Bell Management Ltd,58321.48,1
Belleville Primary School,58320.12,5
Grecian Court,58316.72,12
Phoenix House - Mhild Ltd,58304,8
St Valchikwe Solicitors,58300,2
Cicero Consulting Ltd,58300,4
MM Education Consultancy Ltd,58295,33
Galaxy Gardening Ltd,58295,16
The Archbishop Lanfranc Academy - Coloma Trust,58280.2,17
ZMM Consultancy Ltd,58276.67,12
Evolution Montessori Nursery,58250.76,23
Kasearma Ltd,58245,12
St Martin Of Porres RC Primary Scho,58240.99,16
Four Oaks Care Home,58230.6,7
Down To Groundworks Ltd,58216.8,3
The Methodist Church In Great Britain,58208.5,8
Unicorn Daycare Ltd,58201.8,16
Silver Jubilee Park Charitable Foundation,58200,5
Chameleon Care,58195.21,89
Bradshaw Electric Vehicles,58193.03,5
Tiney Cuddlez Ltd,58176,3
Person Centred Software,58173.88,34
Fisherbell Ltd,58164.29,17
Example IT,58162.07,29
Central London Youth Development,58135,6
Foresight Clinical Services Ltd,58131.17,74
Clear SKY Electrical Ltd,58121,2
QBS Software Ltd,58119.66,8
G W Commercial Equipment Ltd,58095.16,57
Sitemorse Ltd,58092.8,4
Redwood Tower UK Opco 1 Ltd,58086.13,9
Pulse First Aid Ltd,58079,62
2 Warminster Road- Warminster Road,58068.96,12
Asana Inc,58065.6,1
Topland Neptune Ltd,58059.64,10
Derek Latham & Co. Ltd,58058.5,15
Mumma Elves Childminding,58057.27,27
St Fillans Care Home,58050,11
The Highgate Care Home,58039.69,8
Optimum Ltd,58034,18
Algeco UK Ltd,58031.72,80
G Roberts Decorators And Builders,58015,2
Esos Energy Ltd,58009.36,37
Green Light Pharmacy,58005.09,65
Just Displays Ltd,58002.69,62
Royal Crescent Garden Committee,58000,1
The Employers Network For Equality And Inclusion,57996.67,17
Tupwood Chambers,57991.25,68
Uber Trip,57987.45,3117
Bartek Zaniewski Ltd,57976.41,20
Fosterplus Ltd,57971.05,18
Coulsdon Cars,57966,29
Graveney Trust,57961,6
Goldstar Care Services Ltd,57953,25
Onefile Ltd,57950.02,8
Create London,57946,7
Initial Washroom Hygiene Ltd,57935.32,69
The Minors Nursery School,57922.59,10
W J King Garages Ltd,57914.42,115
Playbook Artists Ltd,57912.15,7
Enkox Supported Living,57907.14,48
The Shaw Education Trust,57903,11
Brent Centre For Young People,57898,5
Orsis Ltd,57893.28,3
Caroline Walsh Ltd,57890.36,6
Curly Riot Ltd,57888.2,21
Lancam Nursing Care Ltd,57887.2,12
Gateway Connect Ltd,57864,36
Parks Community Programme CIC,57858,17
Rima Design Ltd,57847,28
Beaumont House,57844.92,7
PD Law Ltd,57805.21,15
Sport In Mind,57804.5,7
EU Ltd,57792.9,115
Fronting The Challenge Projects Ltd,57787,5
Suracle Ltd,57782.8,1
The Orchard School,57752.05,2
Infotrack Ltd,57733.87,74
Corambaaf Adoption & Fostering Academy,57727.61,25
Red Oaks Care Home Ltd,57727.43,71
Abrsm,57725.85,28
Joe Storey & Associates Ltd,57716.23,16
Exclusive Glazing Ltd,57712.91,9
J T Edwards Ltd,57702,7
Institute Of Swimming Ltd,57685.8,33
Urban Community Projects,57683.5,6
Sparrowhawk Legal Ltd,57677.46,17
Harrow Road Soup Kitchen CIC,57669,21
St Thomas' CE Primary School,57660.74,7
Forest House Films Ltd,57652,25
Winchmore School / London Borough Of Enfield,57634.68,7
Morgan Law Ltd,57631.03,12
Real Asset Managemant Ltd,57629.72,2
Techy Tots,57625.55,16
Cherrywood House,57620.2,6
Rathbone Advertising Ltd,57619.93,36
Ebme Solutions Ltd,57609.64,48
1st Verse Education,57607.36,10
Educo Ltd,57596.75,10
Rapid Office Systems Ltd,57590.6,10
Positive Healthcare,57589.56,11
Following Whispers Family Service Consultancy Ltd,57589.5,28
Chambers Of John Mcdonnell QC,57575,33
Greengauge Building Energy Consultants,57575,10
Calvercare Ltd,57571.43,11
Meta Transformation Ltd,57550,7
Premierbeswick- Premier Paper Ltd,57531.64,81
Well Centre,57514.95,19
Versus Law Ltd,57509.61,11
Little Jannah Daycare Nursery Ltd,57500.92,6
Paul Martin Ltd,57500,4
Stories Like Us Ltd,57500,6
Red Homes Healthcare,57494.86,20
National Youth Agency Trading Ltd,57486.67,10
Antalis Ltd,57467.9,51
BOC Ltd,57437.4,82
Beckett Rankine Ltd,57405,3
Orbitacx Ltd,57400,6
Bureaulogic Ltd,57372,17
SW Energy Ltd,57369.93,52
PTSG Electrical Services Ltd,57355.63,65
Humphries Audio Visual Ltd,57350,2
24 Belsize Grove Freehold Ltd,57345.09,20
Y. O. U. R Beauty School CIC,57330,7
Unique Property Services & INV Ltd,57318.86,10
Christian Liaigre Ltd,57307.5,1
Serjco Ltd,57305,30
Sarinitiy Homes Ltd,57302.08,18
Jane Walker Consultancy Ltd,57300,10
Shewise,57300,8
Analytical Technical Services,57298,44
Integra Back Office Solutions Ltd,57293.83,28
AZ Caring Services Ltd,57281,5
Eurovia Roadstone,57275.72,124
Walk Wheel Cycle Trust,57267,2
Swan Print Ltd,57250,5
Sortition Foundation,57250,7
UK Vending,57242.17,55
157 Whitehorse Lane- Talitha Support Services Ltd,57238.24,4
The Fulham Boys School,57235.34,7
SAN Marinotrading Ltd,57228.35,52
Camberley Cottage,57225.88,12
Ontix Trading Ltd,57224,3
3 Drystone Fees GEN ACC,57211,88
Neonlock Estate Management Ltd,57207,15
RAB Consultants Ltd,57189.5,14
Areli Care Ltd,57186.02,89
AMP Heat Ltd,57171.01,7
MK Complete Joinery Ltd,57163,6
Setup 4 Life Ltd,57153.83,524
Abitol Services Ltd,57150.57,17
Phillips Brown Social Care Ltd,57140.65,48
Hope Gardens W10 Ltd,57138,7
Ohana SEN Nursery & Therapy CE,57125.68,8
Redburry Group Ltd,57120,20
UIRE Energy Ltd,57118.72,11
Frankie Family Centre Ltd,57115,40
Humphries Kirk LLP,57112.8,2
Apps UK Ltd,57109.15,50
Essex After School Clubs Ltd,57100,13
Happy World Childcare Ltd,57097.59,22
Arberglen Care Home,57096.9,16
Safety-kleen UK Ltd,57096.87,73
Haymarket Publishing Serv Ltd,57093,2
Pinnacle Connect Ltd,57088.72,49
Hillcrest Rising Stars Day Nursery Ltd,57083.57,31
S6 Care Ltd,57076.41,15
Daniel Connal LLP,57074,22
Legal Assist,57070.64,13
Abbeyfield London Polish Society,57069.83,23
Essendene Lodge School Ltd,57064.65,9
Hollie Uelch,57062.56,49
Partridges Of Sloane Uare Ltd,57061.89,1
Ziv And ZAD Ltd,57055,47
K & T Mccormack Ltd,57016.96,11
Murphy Geospatial UK Ltd,57006.6,12
Goodwyn School,56988.93,17
Pell Frischmann,56982.75,13
Christchurch Housing Society,56973.09,13
Pothecary Witham Weld Solicitors,56960.06,6
Earth Anchors Ltd,56952.56,51
London Childrens Ballet,56933.87,9
Calibration Engineering Services Ltd,56926.62,49
Ruby Lodge,56904.24,14
IHS Global Ltd,56902.84,4
Maximum Potential,56893.64,54
NLI School Ltd,56857.97,13
Burgess Furniture Ltd,56854.58,2
The Holy Cross School,56851.62,3
Miss Louise Chudleigh,56850,2
Omega Security Systems Ltd,56845.28,12
Funthyme Ltd,56835,5
Fun Bright Explorers Ltd,56829.6,12
Pegasus Surveys & Inspections,56828.67,4
University Of Exeter,56827.31,8
Connexica Ltd,56821.42,3
The Boathouse,56814.67,35
HTC VAN Centre,56813.1,1
The Columbo Group Ltd,56810.98,8
Dept For Business & Trade,56800,3
Ernest Bevin Academy Trading,56780.32,7
Lifelong Home Care Services Ltd,56760.17,99
Hylands Primary School,56759.71,28
Community Coworking Ltd,56750,5
Midas Holdings Ltd,56747.35,47
Safety Kleen UK Ltd,56746.78,68
Vision Teaching Ltd,56725.68,56
Coroners' Courts Support Service,56718,17
Dwellings Solutions Property Consultants,56700,11
WPC Software Ltd,56697.55,3
Taylin Digital Ltd,56690,8
Teatalkacademy Ltd,56685.7,4
Intermusica Artists' Management Ltd,56675.93,6
Pinnacle Response Ltd,56674.1,19
Clyde & Co - Fast Track,56666.67,2
Toddlers Secrets,56660.3,17
AG Contact Centres Ltd,56652.13,36
St Pauls Worldwide Investments Ltd,56650,55
Meanwhile Space CIC,56642.32,18
Sense Learning Ltd,56636.81,5
Research & Intelligence Support Centre Ltd,56600,9
Progress Vehicle MGMT Ltd,56585.5,5
Cenex Consultancy Services Ltd,56575,11
Metro Digital Systems Ltd,56571.72,36
Unicorn Childcare,56562.38,17
Commonplace,56550,4
St Mary's High School,56548.28,8
Paragon Customer,56547.91,15
TJC Global Ltd,56545.3,28
Troia UK Ltd,56541.77,9
Social Signin Ltd,56540.33,8
Earlylinks Ltd,56522.25,48
Butler And Young Lift Consulta,56516.4,26
Parkers Removal Services,56505,24
Ridgeway London Properties Ltd,56501,14
Chelsea FC Foundation Ltd,56500,7
Education Child Protection Ltd,56495,64
Splendid Ltd,56492.65,37
Bourne Medicolegal Ltd,56480.08,25
PST Academy,56474.2,2
Architrail Velosolutions UK Ltd,56465.53,1
Airmid Staffing Ltd,56463.2,66
Wrebel Ltd,56456.86,4
Ivolve Care,56436.95,3
West Hill Primary Academy,56430.88,14
May & Stephens Building Solutions,56430,19
Ealdham Primary School,56430,3
GY Ltd,56418,15
Destiny Integrated Care Ltd,56415.92,16
W V Howe Ltd,56411.67,74
Release Legal Emergency And Drugs Service Ltd,56406,3
Reiss Edwards Ltd,56385,35
Veg Power CIC,56354.79,10
